2349			
			
1	995	690	1170
2	945	1010	850
3	650	470	855
4	585	450	855
5	1385	730	625
6	1330	1025	850
7	980	935	625
8	1135	555	625
9	840	950	850
10	1460	695	850
11	780	975	625
12	1325	555	850
13	790	670	855
14	1360	490	625
15	1135	995	855
16	760	1115	845
17	640	770	620
18	600	1125	865
19	1425	740	865
20	860	1075	860
21	715	1015	860
22	1275	920	860
23	1220	645	860
24	785	810	860
25	1190	745	860
26	675	975	620
27	790	665	860
28	775	540	850
29	1215	845	630
30	1230	825	870
31	530	805	825
32	555	975	640
33	845	910	825
34	1075	840	825
35	1175	435	645
36	970	1030	820
37	995	1150	825
38	1060	965	820
39	1055	960	820
40	1045	950	820
41	770	830	645
42	920	955	825
43	1305	790	640
44	1340	480	830
45	725	910	845
46	960	1095	835
47	955	795	845
48	1205	770	845
49	985	620	845
50	550	715	840
51	935	840	635
52	1195	590	835
53	885	1050	835
54	520	910	835
55	1250	865	835
56	1200	835	835
57	1180	790	870
58	1365	810	615
59	820	750	815
60	1220	1005	595
61	1110	760	595
62	1055	1065	900
63	1235	890	595
64	1440	950	900
65	725	1115	595
66	1070	460	910
67	915	1075	895
68	840	1030	895
69	1255	880	895
70	660	760	895
71	785	545	905
72	1195	845	920
73	1220	655	920
74	1040	1145	890
75	810	595	930
76	1110	890	935
77	630	645	580
78	555	965	580
79	1250	990	930
80	685	430	930
81	975	870	920
82	540	575	925
83	1095	840	585
84	1440	875	585
85	1235	445	590
86	760	920	600
87	1455	935	600
88	1195	1140	870
89	870	395	880
90	535	455	885
91	1035	1010	880
92	1215	930	880
93	1095	640	880
94	705	1120	875
95	1325	780	885
96	570	515	875
97	1010	455	875
98	780	1170	870
99	975	800	615
100	1405	595	885
101	1050	1020	605
102	1105	1015	885
103	1150	490	605
104	830	640	890
105	1080	970	890
106	1175	830	890
107	840	770	605
108	825	645	890
109	685	870	605
110	1035	1145	885
111	705	475	890
112	760	915	605
113	1080	915	605
114	1460	935	605
115	940	1040	815
116	780	1160	810
117	630	865	575
118	800	570	690
119	710	940	685
120	785	985	685
121	1100	985	745
122	1050	775	745
123	615	775	745
124	1050	810	750
125	570	745	745
126	1355	695	745
127	605	590	745
128	1275	435	745
129	1045	805	750
130	1200	980	750
131	1105	980	750
132	1150	400	740
133	1400	820	755
134	1325	865	755
135	1275	425	685
136	855	450	685
137	915	465	685
138	1445	550	685
139	595	1060	750
140	645	725	755
141	650	595	685
142	535	685	755
143	780	1145	750
144	860	1050	740
145	1175	1065	735
146	960	1195	755
147	1035	515	715
148	725	1140	715
149	930	870	715
150	665	770	715
151	700	1045	700
152	1035	975	710
153	760	695	725
154	1210	895	710
155	1240	665	710
156	1160	615	710
157	635	820	705
158	1250	380	720
159	1155	720	725
160	705	685	700
161	1045	790	735
162	660	875	730
163	790	650	735
164	1005	675	695
165	570	1000	730
166	1380	900	730
167	560	840	695
168	1345	910	725
169	575	640	730
170	815	940	695
171	1400	945	695
172	960	1185	695
173	815	950	755
174	750	785	680
175	1405	940	810
176	1095	860	785
177	1120	915	790
178	795	905	790
179	760	1105	785
180	1120	920	785
181	970	855	785
182	940	1000	790
183	975	850	785
184	890	430	785
185	1080	920	665
186	1410	940	780
187	840	940	790
188	650	460	795
189	1055	1040	790
190	1050	1030	665
191	1235	655	655
192	1055	925	810
193	1135	1115	805
194	1015	1085	805
195	615	785	805
196	900	905	800
197	1325	540	795
198	1120	795	800
199	1405	780	655
200	685	445	800
201	875	1145	795
202	885	780	780
203	670	780	780
204	1050	740	680
205	1075	830	765
206	1240	675	770
207	555	595	770
208	1180	920	765
209	845	900	765
210	700	1060	760
211	990	895	770
212	1180	925	760
213	1105	855	760
214	870	695	680
215	1255	750	760
216	1230	940	675
217	750	825	675
218	1240	920	770
219	890	775	780
220	1020	935	775
221	1115	530	780
222	1160	1155	775
223	1055	1025	670
224	1080	1055	670
225	1025	740	775
226	1365	820	675
227	1195	580	775
228	1115	535	775
229	1260	710	675
230	850	1090	770
231	1375	870	575
232	1050	825	865
233	1390	780	525
234	1375	675	960
235	670	425	960
236	950	695	1010
237	1375	460	960
238	530	570	960
239	555	735	960
240	565	640	1010
241	880	1030	955
242	1005	815	1115
243	600	920	560
244	950	900	560
245	1275	795	960
246	675	745	565
247	1050	725	475
248	1440	960	960
249	1205	1015	1015
250	1070	725	950
251	665	710	570
252	1055	940	950
253	690	755	535
254	725	550	1130
255	1165	595	1130
256	1320	810	1070
257	980	925	565
258	1080	870	1015
259	1005	950	1120
260	1065	935	955
261	1015	905	505
262	660	735	965
263	1325	580	965
264	605	655	1135
265	755	1055	545
266	1165	910	970
267	1220	725	555
268	1055	865	485
269	755	905	545
270	720	835	490
271	1215	770	990
272	845	590	1090
273	1400	515	985
274	1115	885	550
275	720	845	550
276	870	620	985
277	950	755	495
278	1015	475	995
279	645	565	505
280	880	605	480
281	930	845	540
282	1395	905	475
283	845	650	560
284	1105	895	965
285	1145	890	1085
286	1305	995	965
287	565	545	1090
288	920	530	1105
289	1005	630	485
290	1075	780	500
291	1180	900	555
292	1200	620	950
293	600	915	565
294	1210	1010	985
295	1230	635	1160
296	1165	660	945
297	735	630	530
298	665	705	575
299	1130	675	520
300	735	1000	525
301	565	725	440
302	1100	1030	945
303	1250	1010	1050
304	625	635	520
305	755	665	430
306	825	815	445
307	1030	420	1035
308	695	790	530
309	845	890	520
310	935	830	575
311	1300	805	420
312	920	1125	940
313	980	750	1030
314	1340	540	525
315	670	725	445
316	660	500	1040
317	1145	900	1140
318	585	837.5	795
319	522.5	545	840
320	1165	622.5	530
321	1457.5	945	665
322	1217.5	1015	655
323	1030	642.5	1085
324	905	657.5	505
325	862.5	985	755
326	1187.5	735	800
327	672.5	1135	680
328	727.5	1165	835
329	627.5	1000	520
330	760	817.5	495
331	807.5	990	780
332	915	987.5	790
333	752.5	575	630
334	1427.5	635	850
335	1097.5	495	630
336	597.5	1075	625
337	845	882.5	525
338	1185	667.5	495
339	727.5	530	665
340	1095	522.5	990
341	735	557.5	1095
342	1002.5	690	750
343	1060	1035	792.5
344	1105	435	852.5
345	932.5	490	530
346	842.5	775	660
347	602.5	945	495
348	927.5	710	530
349	1212.5	430	795
350	1252.5	1000	990
351	715	597.5	685
352	1115	777.5	685
353	1035	877.5	845
354	1010	767.5	495
355	1150	412.5	795
356	885	1037.5	780
357	1285	772.5	760
358	1060	1022.5	765
359	1075	975	837.5
360	1245	687.5	825
361	1050	737.5	535
362	1477.5	630	825
363	577.5	550	1060
364	605	495	817.5
365	730	800	827.5
366	905	927.5	675
367	970	807.5	515
368	1427.5	875	770
369	1205	982.5	810
370	672.5	435	1020
371	1180	712.5	820
372	997.5	465	1025
373	1185	972.5	1050
374	777.5	625	650
375	1117.5	525	535
376	1160	605	652.5
377	1250	390	777.5
378	1155	1022.5	770
379	930	397.5	820
380	770	602.5	775
381	537.5	695	815
382	557.5	845	510
383	810	712.5	820
384	1160	1017.5	775
385	785	577.5	1095
386	1080	957.5	835
387	712.5	505	1075
388	1170	817.5	830
389	660	602.5	770
390	550	1117.5	830
391	770	850	767.5
392	1322.5	1015	815
393	560	607.5	830
394	830	755	782.5
395	1207.5	720	520
396	600	605	1082.5
397	800	762.5	420
398	830	1047.5	805
399	520	532.5	780
400	1215	917.5	825
401	1022.5	745	770
402	625	985	642.5
403	670	640	1017.5
404	750	560	812.5
405	895	942.5	825
406	1172.5	540	810
407	552.5	970	825
408	1125	825	1032.5
409	622.5	520	540
410	742.5	890	515
411	1055	475	1057.5
412	687.5	455	860
413	942.5	1160	850
414	1040	957.5	685
415	655	922.5	595
416	817.5	700	465
417	962.5	1105	895
418	525	557.5	900
419	645	1052.5	725
420	1275	900	952.5
421	632.5	435	955
422	572.5	1005	725
423	1150	507.5	905
424	550	870	907.5
425	822.5	605	595
426	1350	635	987.5
427	1205	582.5	1135
428	845	872.5	465
429	777.5	1110	570
430	685	642.5	735
431	777.5	1135	690
432	957.5	1075	955
433	605	497.5	695
434	1232.5	695	735
435	1345	692.5	955
436	1017.5	735	1130
437	1117.5	565	955
438	952.5	895	565
439	825	547.5	1130
440	1037.5	520	955
441	1407.5	930	725
442	1335	747.5	1140
443	1125	697.5	725
444	1040	1002.5	885
445	1385	857.5	580
446	535	465	947.5
447	905	895	437.5
448	1315	982.5	580
449	1240	930	582.5
450	1020	737.5	710
451	1045	877.5	930
452	1332.5	770	580
453	540	717.5	935
454	1055	807.5	935
455	1135	1075	577.5
456	1122.5	1025	710
457	1025	732.5	715
458	552.5	595	585
459	912.5	1045	720
460	1425	560	952.5
461	1405	772.5	590
462	1452.5	600	920
463	660	487.5	575
464	582.5	820	920
465	1027.5	695	720
466	867.5	700	585
467	1175	562.5	925
468	1155	857.5	585
469	865	615	927.5
